,Decade,huc4,DTW_Category,Well Count
0,1980,1501,Deep (10-61m),44
1,1980,1501,Near Surface (<2m),42
2,1980,1501,Shallow (5-10m),24
3,1980,1501,Very Shallow (2-5m),21
4,1980,1502,Deep (10-61m),254
5,1980,1502,Near Surface (<2m),78
6,1980,1502,Shallow (5-10m),149
7,1980,1502,Very Shallow (2-5m),86
8,1980,1503,Deep (10-61m),477
9,1980,1503,Near Surface (<2m),89
10,1980,1503,Shallow (5-10m),243
11,1980,1503,Very Shallow (2-5m),140
12,1980,1504,Deep (10-61m),427
13,1980,1504,Near Surface (<2m),49
14,1980,1504,Shallow (5-10m),275
15,1980,1504,Very Shallow (2-5m),182
16,1980,1505,Deep (10-61m),972
17,1980,1505,Near Surface (<2m),259
18,1980,1505,Shallow (5-10m),378
19,1980,1505,Very Shallow (2-5m),212
20,1980,1506,Deep (10-61m),1038
21,1980,1506,Near Surface (<2m),245
22,1980,1506,Shallow (5-10m),737
23,1980,1506,Very Shallow (2-5m),429
24,1980,1507,Deep (10-61m),648
25,1980,1507,Near Surface (<2m),153
26,1980,1507,Shallow (5-10m),241
27,1980,1507,Very Shallow (2-5m),191
28,1980,1508,Deep (10-61m),53
29,1980,1508,Near Surface (<2m),9
30,1980,1508,Shallow (5-10m),12
31,1980,1508,Very Shallow (2-5m),15
32,1990,1407,Shallow (5-10m),2
33,1990,1408,Shallow (5-10m),1
34,1990,1408,Very Shallow (2-5m),1
35,1990,1501,Deep (10-61m),62
36,1990,1501,Near Surface (<2m),16
37,1990,1501,Shallow (5-10m),41
38,1990,1501,Very Shallow (2-5m),34
39,1990,1502,Deep (10-61m),265
40,1990,1502,Near Surface (<2m),96
41,1990,1502,Shallow (5-10m),232
42,1990,1502,Very Shallow (2-5m),159
43,1990,1503,Deep (10-61m),431
44,1990,1503,Near Surface (<2m),111
45,1990,1503,Shallow (5-10m),255
46,1990,1503,Very Shallow (2-5m),229
47,1990,1504,Deep (10-61m),291
48,1990,1504,Near Surface (<2m),40
49,1990,1504,Shallow (5-10m),158
50,1990,1504,Very Shallow (2-5m),76
51,1990,1505,Deep (10-61m),1388
52,1990,1505,Near Surface (<2m),297
53,1990,1505,Shallow (5-10m),485
54,1990,1505,Very Shallow (2-5m),353
55,1990,1506,Deep (10-61m),1233
56,1990,1506,Near Surface (<2m),319
57,1990,1506,Shallow (5-10m),727
58,1990,1506,Very Shallow (2-5m),434
59,1990,1507,Deep (10-61m),589
60,1990,1507,Near Surface (<2m),157
61,1990,1507,Shallow (5-10m),212
62,1990,1507,Very Shallow (2-5m),191
63,1990,1508,Deep (10-61m),127
64,1990,1508,Near Surface (<2m),18
65,1990,1508,Shallow (5-10m),33
66,1990,1508,Very Shallow (2-5m),32
67,2000,1407,Near Surface (<2m),1
68,2000,1408,Shallow (5-10m),1
69,2000,1408,Very Shallow (2-5m),1
70,2000,1501,Deep (10-61m),31
71,2000,1501,Near Surface (<2m),6
72,2000,1501,Shallow (5-10m),31
73,2000,1501,Very Shallow (2-5m),13
74,2000,1502,Deep (10-61m),297
75,2000,1502,Near Surface (<2m),39
76,2000,1502,Shallow (5-10m),176
77,2000,1502,Very Shallow (2-5m),230
78,2000,1503,Deep (10-61m),413
79,2000,1503,Near Surface (<2m),33
80,2000,1503,Shallow (5-10m),144
81,2000,1503,Very Shallow (2-5m),168
82,2000,1504,Deep (10-61m),354
83,2000,1504,Near Surface (<2m),6
84,2000,1504,Shallow (5-10m),187
85,2000,1504,Very Shallow (2-5m),56
86,2000,1505,Deep (10-61m),1076
87,2000,1505,Near Surface (<2m),53
88,2000,1505,Shallow (5-10m),381
89,2000,1505,Very Shallow (2-5m),261
90,2000,1506,Deep (10-61m),756
91,2000,1506,Near Surface (<2m),68
92,2000,1506,Shallow (5-10m),450
93,2000,1506,Very Shallow (2-5m),219
94,2000,1507,Deep (10-61m),620
95,2000,1507,Near Surface (<2m),30
96,2000,1507,Shallow (5-10m),184
97,2000,1507,Very Shallow (2-5m),134
98,2000,1508,Deep (10-61m),71
99,2000,1508,Near Surface (<2m),7
100,2000,1508,Shallow (5-10m),20
101,2000,1508,Very Shallow (2-5m),11
102,2010,1501,Deep (10-61m),19
103,2010,1501,Near Surface (<2m),37
104,2010,1501,Shallow (5-10m),8
105,2010,1501,Very Shallow (2-5m),5
106,2010,1502,Deep (10-61m),82
107,2010,1502,Near Surface (<2m),7
108,2010,1502,Shallow (5-10m),30
109,2010,1502,Very Shallow (2-5m),37
110,2010,1503,Deep (10-61m),135
111,2010,1503,Near Surface (<2m),18
112,2010,1503,Shallow (5-10m),56
113,2010,1503,Very Shallow (2-5m),43
114,2010,1504,Deep (10-61m),154
115,2010,1504,Near Surface (<2m),2
116,2010,1504,Shallow (5-10m),40
117,2010,1504,Very Shallow (2-5m),15
118,2010,1505,Deep (10-61m),568
119,2010,1505,Near Surface (<2m),45
120,2010,1505,Shallow (5-10m),198
121,2010,1505,Very Shallow (2-5m),129
122,2010,1506,Deep (10-61m),261
123,2010,1506,Near Surface (<2m),24
124,2010,1506,Shallow (5-10m),172
125,2010,1506,Very Shallow (2-5m),83
126,2010,1507,Deep (10-61m),205
127,2010,1507,Near Surface (<2m),5
128,2010,1507,Shallow (5-10m),68
129,2010,1507,Very Shallow (2-5m),32
130,2010,1508,Deep (10-61m),42
131,2010,1508,Near Surface (<2m),4
132,2010,1508,Shallow (5-10m),15
133,2010,1508,Very Shallow (2-5m),11
134,2020,1501,Deep (10-61m),5
135,2020,1501,Near Surface (<2m),3
136,2020,1501,Shallow (5-10m),2
137,2020,1501,Very Shallow (2-5m),2
138,2020,1502,Deep (10-61m),51
139,2020,1502,Near Surface (<2m),9
140,2020,1502,Shallow (5-10m),21
141,2020,1502,Very Shallow (2-5m),17
142,2020,1503,Deep (10-61m),60
143,2020,1503,Near Surface (<2m),2
144,2020,1503,Shallow (5-10m),22
145,2020,1503,Very Shallow (2-5m),12
146,2020,1504,Deep (10-61m),70
147,2020,1504,Near Surface (<2m),1
148,2020,1504,Shallow (5-10m),19
149,2020,1504,Very Shallow (2-5m),3
150,2020,1505,Deep (10-61m),187
151,2020,1505,Near Surface (<2m),7
152,2020,1505,Shallow (5-10m),108
153,2020,1505,Very Shallow (2-5m),68
154,2020,1506,Deep (10-61m),171
155,2020,1506,Near Surface (<2m),18
156,2020,1506,Shallow (5-10m),67
157,2020,1506,Very Shallow (2-5m),44
158,2020,1507,Deep (10-61m),111
159,2020,1507,Near Surface (<2m),1
160,2020,1507,Shallow (5-10m),38
161,2020,1507,Very Shallow (2-5m),14
162,2020,1508,Deep (10-61m),13
163,2020,1508,Near Surface (<2m),4
164,2020,1508,Shallow (5-10m),11
165,2020,1508,Very Shallow (2-5m),6
